Timestamp,Price,Market Cap,24h Volume,Coin
2014-10-11,359.515,4807704216.25,32266988.405666195,BTC
2014-10-12,374.1675000000001,5005060917.937501,30739066.019255087,BTC
2014-10-13,387.0387999999999,5178714607.579999,55435747.92234496,BTC
2014-10-14,398.2888,5330587769.78,71417120.06933361,BTC
2014-10-15,392.1900000000001,5250404406.000001,49257724.14281866,BTC
2014-10-16,379.3912999999999,5080504776.5599985,48941848.6690588,BTC
2014-10-17,380.2925,5093875427.8125,38063635.90178972,BTC
2014-10-18,389.1163,5213672024.625,43799624.062763646,BTC
2014-10-19,386.945,5185875584.5,32870166.09728563,BTC
2014-10-20,379.7699999999999,5090987746.499999,32186402.177928016,BTC
2014-10-21,382.4137999999999,5127920489.029999,33195457.629108418,BTC
2014-10-22,379.4425000000001,5089595057.375001,22279085.760041673,BTC
2014-10-23,356.2000000000001,4779135400.000001,48354309.486003265,BTC
2014-10-24,354.3175000000001,4755312883.375001,32650701.35283577,BTC
2014-10-25,347.0304940564094,4658797625.083782,35098508.122770295,BTC
2014-10-26,350.1888000000001,4702361470.560001,27618300.827371847,BTC
2014-10-27,348.29,4678274816.25,40322147.37977852,BTC
2014-10-28,351.5638000000001,4723453013.090001,26517269.319478102,BTC
2014-10-29,333.1474999999999,4477252539.374999,43376134.310925096,BTC
2014-10-30,343.6674999999999,4620136994.687499,59854847.07670034,BTC
2014-10-31,336.5879758057807,4526519245.630091,30524273.859307867,BTC
2014-11-01,323.9763,4358250678.7125,38569972.59373859,BTC
2014-11-02,323.9849999999999,4359606956.999999,28711350.70534258,BTC
2014-11-03,323.995,4361102298.0,40772300.42284785,BTC
2014-11-04,328.0083,4416492355.9725,35073797.880440444,BTC
2014-11-05,337.5933,4546689684.735,44434915.106879316,BTC
2014-11-06,347.8183,4685738573.94,43131102.62856433,BTC
2014-11-07,341.2317,4598267773.35,40263476.29477718,BTC
2014-11-08,344.1783,4639316977.02,30212775.72296773,BTC
2014-11-09,363.4241291015933,4900092960.69292,51466025.86583119,BTC
2014-11-10,363.7649999999999,4906043990.249999,62274660.836041614,BTC
2014-11-11,366.15,4939381807.5,45679773.63975148,BTC
2014-11-12,418.5783,5648170006.71,234617998.94235379,BTC
2014-11-13,414.7083,5597421602.175,338849744.1846642,BTC
2014-11-14,395.245,5336222507.25,263499968.5892329,BTC
2014-11-15,377.3267,5095655585.9875,99179350.3470273,BTC
2014-11-16,387.6233,5236180276.3025,95731301.28432417,BTC
2014-11-17,384.9,5200788045.0,152824089.08328944,BTC
2014-11-18,374.8683,5066663712.555,109440633.05073106,BTC
2014-11-19,376.7883,5093942323.3125,84367865.3742223,BTC
2014-11-20,355.3888345541618,4805825477.746428,93722502.0366924,BTC
2014-11-21,349.3882854323945,4725799744.63716,100624477.55914839,BTC
2014-11-22,351.5500000000001,4756418767.500001,68856354.94119315,BTC
2014-11-23,366.7817,4963794289.2375,71063869.31374641,BTC
2014-11-24,377.7417,5113527167.07,116848548.38822386,BTC
2014-11-25,375.248,5080998638.0,115570302.47559404,BTC
2014-11-26,365.7660000000001,4953852406.650002,92282203.67741974,BTC
2014-11-27,368.448,4991429534.4,70974036.26141815,BTC
2014-11-28,376.951,5108072424.775,91254232.81791146,BTC
2014-11-29,374.9649999999999,5082659949.124999,100952560.51474999,BTC
2014-11-30,376.472,5104546200.8,74926943.90674321,BTC
2014-12-01,379.489,5146696228.575,64120830.50054466,BTC
2014-12-02,381.3768000000001,5173729065.540001,66841251.26995943,BTC
2014-12-03,374.103,5076166196.7,74772912.71073525,BTC
2014-12-04,368.2282000000001,4997777244.500001,62639548.33058211,BTC
2014-12-05,376.379,5109881265.075,57857463.42592923,BTC
